loss,binary_accuracy,recall,val_loss,val_binary_accuracy,val_recall
0.5304009318351746,0.7471074461936951,0.9313077926635742,0.45123177766799927,0.8392857313156128,0.9857819676399231
0.3416745960712433,0.8717319965362549,0.9737532734870911,0.33471959829330444,0.8660714030265808,0.9857142567634583
0.3202633559703827,0.8842975497245789,0.981333315372467,0.3388867676258087,0.8660714030265808,0.966183602809906
0.31643146276474,0.8826446533203125,0.9801849126815796,0.296890527009964,0.886904776096344,1.0
0.30880501866340637,0.8925619721412659,0.9908257126808167,0.31602373719215393,0.9047619104385376,0.9824561476707458
0.346392959356308,0.8743801712989807,0.976190447807312,0.27608054876327515,0.9077380895614624,0.9905660152435303
0.2993219792842865,0.8900826573371887,0.9907038807868958,0.29301926493644714,0.8809523582458496,0.9952606558799744
0.286011278629303,0.8975206613540649,0.9867197871208191,0.26946917176246643,0.9017857313156128,0.9862385392189026
0.2911589443683624,0.8933884501457214,0.9840425252914429,0.26826781034469604,0.9077380895614624,1.0
0.2981516420841217,0.8942148685455322,0.9907651543617249,0.3152768015861511,0.8809523582458496,0.9804878234863281
0.29074427485466003,0.8958677649497986,0.9881266355514526,0.29319891333580017,0.8958333134651184,1.0
0.2864426374435425,0.9008264541625977,0.9920739531517029,0.26745980978012085,0.886904776096344,0.9905660152435303
0.26550713181495667,0.9057851433753967,0.9894319772720337,0.2536546289920807,0.898809552192688,0.9860464930534363
0.2729809880256653,0.9049586653709412,0.9880478382110596,0.2722648084163666,0.8958333134651184,0.98591548204422
0.274720162153244,0.902479350566864,0.9894039630889893,0.25108593702316284,0.9107142686843872,0.9846938848495483
0.27281102538108826,0.8999999761581421,0.9841059446334839,0.2273338884115219,0.9166666865348816,0.9900497794151306
0.2618617117404938,0.9082644581794739,0.9841479659080505,0.261980265378952,0.9077380895614624,0.9629629850387573
0.26331132650375366,0.902479350566864,0.9841059446334839,0.23196502029895782,0.9107142686843872,0.9722222089767456
0.2673192620277405,0.9049586653709412,0.9841059446334839,0.2795651853084564,0.8928571343421936,0.95652174949646
0.25499388575553894,0.9099173545837402,0.9841897487640381,0.213234543800354,0.9345238208770752,0.9953917264938354
