,Filename,Sorted
0,1984-09-21-15-11-10_L5_rgb.jpg,good
1,1984-09-21-15-11-34_L5_rgb.jpg,good
2,1984-11-08-15-10-58_L5_rgb.jpg,good
3,1984-11-08-15-11-22_L5_rgb.jpg,good
4,1984-11-24-15-10-57_L5_rgb.jpg,bad
5,1984-12-26-15-11-15_L5_rgb.jpg,bad
6,1985-01-27-15-11-27_L5_rgb.jpg,good
7,1985-01-27-15-11-51_L5_rgb.jpg,good
8,1985-02-28-15-11-30_L5_rgb.jpg,good
9,1985-02-28-15-11-54_L5_rgb.jpg,good
10,1985-04-01-15-11-25_L5_rgb.jpg,good
11,1985-04-01-15-11-49_L5_rgb.jpg,good
12,1985-04-17-15-11-21_L5_rgb.jpg,good
13,1985-04-17-15-11-44_L5_rgb.jpg,good
14,1985-08-07-15-10-48_L5_rgb.jpg,good
15,1985-08-07-15-11-11_L5_rgb.jpg,good
16,1985-09-08-15-10-49_L5_rgb.jpg,good
17,1985-09-24-15-10-14_L5_rgb.jpg,good
18,1985-09-24-15-10-38_L5_rgb.jpg,good
19,1985-11-11-15-09-38_L5_rgb.jpg,good
20,1985-11-11-15-10-02_L5_rgb.jpg,good
21,1985-11-27-15-09-22_L5_rgb.jpg,good
22,1986-01-30-15-08-06_L5_rgb.jpg,good
23,1986-01-30-15-08-30_L5_rgb.jpg,good
24,1986-03-03-15-07-45_L5_rgb.jpg,good
25,1986-05-06-15-05-58_L5_rgb.jpg,good
26,1986-05-06-15-06-22_L5_rgb.jpg,good
27,1986-08-10-15-02-53_L5_rgb.jpg,good
28,1986-08-10-15-03-16_L5_rgb.jpg,good
29,1986-08-26-15-02-16_L5_rgb.jpg,bad
30,1986-09-11-15-01-43_L5_rgb.jpg,good
31,1986-09-11-15-02-07_L5_rgb.jpg,good
32,1986-09-27-15-01-13_L5_rgb.jpg,good
33,1986-09-27-15-01-37_L5_rgb.jpg,good
34,1986-12-16-14-59-53_L5_rgb.jpg,good
35,1986-12-16-15-00-17_L5_rgb.jpg,good
36,1987-03-06-15-02-36_L5_rgb.jpg,good
37,1987-03-06-15-03-00_L5_rgb.jpg,good
38,1987-04-07-15-03-45_L5_rgb.jpg,good
39,1987-04-07-15-04-08_L5_rgb.jpg,good
40,1987-05-09-15-04-43_L5_rgb.jpg,good
41,1987-07-12-15-06-10_L5_rgb.jpg,bad
42,1987-10-16-15-08-32_L5_rgb.jpg,good
43,1988-03-24-15-11-04_L5_rgb.jpg,bad
44,1988-04-25-15-11-14_L5_rgb.jpg,good
45,1988-04-25-15-11-38_L5_rgb.jpg,good
46,1988-06-12-15-11-36_L5_rgb.jpg,good
47,1988-06-12-15-12-00_L5_rgb.jpg,good
48,1988-06-28-15-11-42_L5_rgb.jpg,good
49,1988-06-28-15-12-06_L5_rgb.jpg,good
50,1988-09-16-15-11-47_L5_rgb.jpg,good
51,1988-09-16-15-12-11_L5_rgb.jpg,good
52,1988-10-18-15-11-37_L5_rgb.jpg,good
53,1988-10-18-15-12-01_L5_rgb.jpg,good
54,1988-11-03-15-11-41_L5_rgb.jpg,good
55,1988-11-03-15-12-05_L5_rgb.jpg,good
56,1988-11-19-15-11-39_L5_rgb.jpg,good
57,1988-12-05-15-11-34_L5_rgb.jpg,good
58,1988-12-05-15-11-57_L5_rgb.jpg,good
59,1989-03-11-15-10-31_L5_rgb.jpg,good
60,1989-03-11-15-10-55_L5_rgb.jpg,good
61,1989-04-28-15-09-51_L5_rgb.jpg,good
62,1989-04-28-15-10-15_L5_rgb.jpg,good
63,1989-05-30-15-09-22_L5_rgb.jpg,good
64,1989-05-30-15-09-46_L5_rgb.jpg,good
65,1989-06-15-15-08-55_L5_rgb.jpg,good
66,1989-06-15-15-09-18_L5_rgb.jpg,good
67,1989-07-01-15-08-44_L5_rgb.jpg,good
68,1989-07-01-15-09-08_L5_rgb.jpg,good
69,1989-10-05-15-06-40_L5_rgb.jpg,good
70,1989-10-05-15-07-04_L5_rgb.jpg,good
71,1989-10-21-15-05-56_L5_rgb.jpg,good
72,1989-10-21-15-06-20_L5_rgb.jpg,good
73,1990-05-01-15-01-08_L5_rgb.jpg,good
74,1990-05-01-15-01-32_L5_rgb.jpg,good
75,1990-08-05-15-01-03_L5_rgb.jpg,good
76,1990-08-05-15-01-27_L5_rgb.jpg,good
77,1990-09-06-15-00-52_L5_rgb.jpg,good
78,1990-09-06-15-01-16_L5_rgb.jpg,good
79,1990-10-08-15-00-39_L5_rgb.jpg,bad
80,1990-10-24-15-00-35_L5_rgb.jpg,good
81,1990-10-24-15-00-59_L5_rgb.jpg,good
82,1990-12-11-15-00-23_L5_rgb.jpg,good
83,1990-12-11-15-00-47_L5_rgb.jpg,good
84,1991-03-01-15-02-07_L5_rgb.jpg,good
85,1991-03-01-15-02-31_L5_rgb.jpg,good
86,1991-06-05-15-03-50_L5_rgb.jpg,bad
87,1991-06-05-15-04-14_L5_rgb.jpg,good
88,1991-07-23-15-04-30_L5_rgb.jpg,good
89,1991-09-09-15-04-55_L5_rgb.jpg,good
90,1991-09-09-15-05-18_L5_rgb.jpg,good
91,1991-09-25-15-05-23_L5_rgb.jpg,bad
92,1991-10-11-15-05-08_L5_rgb.jpg,good
93,1991-10-11-15-05-32_L5_rgb.jpg,good
94,1991-11-12-15-05-40_L5_rgb.jpg,bad
95,1991-11-28-15-05-25_L5_rgb.jpg,good
96,1991-11-28-15-05-49_L5_rgb.jpg,good
97,1991-12-30-15-05-22_L5_rgb.jpg,good
98,1991-12-30-15-05-46_L5_rgb.jpg,good
99,1992-01-31-15-05-23_L5_rgb.jpg,good
100,1992-01-31-15-05-47_L5_rgb.jpg,good
101,1992-02-16-15-05-11_L5_rgb.jpg,good
102,1992-02-16-15-05-35_L5_rgb.jpg,good
103,1992-03-03-15-05-12_L5_rgb.jpg,good
104,1992-03-03-15-05-36_L5_rgb.jpg,good
105,1992-04-04-15-05-06_L5_rgb.jpg,good
106,1992-04-04-15-05-30_L5_rgb.jpg,good
107,1992-06-07-15-04-32_L5_rgb.jpg,good
108,1992-06-07-15-04-56_L5_rgb.jpg,good
109,1992-06-23-15-04-19_L5_rgb.jpg,bad
110,1992-06-23-15-04-43_L5_rgb.jpg,bad
111,1992-09-11-15-03-13_L5_rgb.jpg,good
112,1992-09-11-15-03-37_L5_rgb.jpg,good
113,1992-09-27-15-02-54_L5_rgb.jpg,bad
114,1992-10-13-15-02-34_L5_rgb.jpg,good
115,1992-10-13-15-02-58_L5_rgb.jpg,good
116,1992-10-29-15-02-24_L5_rgb.jpg,good
117,1992-10-29-15-02-48_L5_rgb.jpg,good
118,1992-11-30-15-02-12_L5_rgb.jpg,good
119,1992-11-30-15-02-36_L5_rgb.jpg,good
120,1992-12-16-15-02-22_L5_rgb.jpg,good
121,1992-12-16-15-02-46_L5_rgb.jpg,good
122,1993-01-01-15-02-31_L5_rgb.jpg,good
123,1993-01-01-15-02-55_L5_rgb.jpg,good
124,1993-03-06-15-03-11_L5_rgb.jpg,good
125,1993-03-06-15-03-34_L5_rgb.jpg,good
126,1993-03-22-15-03-13_L5_rgb.jpg,good
127,1993-03-22-15-03-37_L5_rgb.jpg,good
128,1993-04-23-15-03-28_L5_rgb.jpg,good
129,1993-04-23-15-03-52_L5_rgb.jpg,good
130,1993-05-09-15-03-31_L5_rgb.jpg,good
131,1993-05-25-15-03-58_L5_rgb.jpg,good
132,1993-06-10-15-03-35_L5_rgb.jpg,good
133,1993-06-10-15-03-59_L5_rgb.jpg,good
134,1993-08-29-15-03-50_L5_rgb.jpg,bad
135,1993-11-01-15-03-09_L5_rgb.jpg,good
136,1993-11-01-15-03-32_L5_rgb.jpg,good
137,1993-12-19-15-02-49_L5_rgb.jpg,bad
138,1993-12-19-15-03-13_L5_rgb.jpg,bad
139,1994-04-26-15-00-55_L5_rgb.jpg,good
140,1994-04-26-15-01-19_L5_rgb.jpg,good
141,1994-05-28-15-00-44_L5_rgb.jpg,good
142,1994-07-15-14-59-12_L5_rgb.jpg,good
143,1994-07-15-14-59-36_L5_rgb.jpg,good
144,1994-09-01-14-58-21_L5_rgb.jpg,bad
145,1994-10-19-14-56-35_L5_rgb.jpg,good
146,1994-10-19-14-56-59_L5_rgb.jpg,good
147,1994-11-04-14-56-01_L5_rgb.jpg,good
148,1994-11-04-14-56-25_L5_rgb.jpg,good
149,1995-03-12-14-51-24_L5_rgb.jpg,good
150,1995-03-12-14-51-48_L5_rgb.jpg,good
151,1995-04-29-14-49-22_L5_rgb.jpg,good
152,1995-04-29-14-49-46_L5_rgb.jpg,good
153,1995-06-16-14-47-12_L5_rgb.jpg,good
154,1995-06-16-14-47-35_L5_rgb.jpg,good
155,1995-09-04-14-43-31_L5_rgb.jpg,good
156,1995-09-04-14-43-55_L5_rgb.jpg,good
157,1995-10-22-14-41-02_L5_rgb.jpg,good
158,1995-10-22-14-41-26_L5_rgb.jpg,good
159,1995-12-25-14-42-52_L5_rgb.jpg,good
160,1995-12-25-14-43-16_L5_rgb.jpg,good
161,1996-01-10-14-44-24_L5_rgb.jpg,good
162,1996-02-11-14-46-15_L5_rgb.jpg,good
163,1996-02-11-14-46-38_L5_rgb.jpg,good
164,1996-02-27-14-47-19_L5_rgb.jpg,good
165,1996-02-27-14-47-43_L5_rgb.jpg,good
166,1996-03-14-14-48-47_L5_rgb.jpg,good
167,1996-04-15-14-50-24_L5_rgb.jpg,good
168,1996-04-15-14-50-47_L5_rgb.jpg,good
169,1996-05-01-14-51-21_L5_rgb.jpg,good
170,1996-05-01-14-51-45_L5_rgb.jpg,good
171,1996-05-17-14-52-17_L5_rgb.jpg,good
172,1996-05-17-14-52-40_L5_rgb.jpg,good
173,1996-06-18-14-54-27_L5_rgb.jpg,bad
174,1996-08-21-14-57-48_L5_rgb.jpg,good
175,1996-09-06-14-58-18_L5_rgb.jpg,good
176,1996-09-06-14-58-42_L5_rgb.jpg,good
177,1996-10-24-15-01-14_L5_rgb.jpg,bad
178,1996-11-09-15-01-36_L5_rgb.jpg,bad
179,1996-11-25-15-02-21_L5_rgb.jpg,bad
180,1996-12-11-15-03-07_L5_rgb.jpg,good
181,1996-12-11-15-03-30_L5_rgb.jpg,good
182,1997-01-12-15-04-37_L5_rgb.jpg,bad
183,1997-03-01-15-07-06_L5_rgb.jpg,good
184,1997-05-04-15-09-03_L5_rgb.jpg,good
185,1997-05-04-15-09-27_L5_rgb.jpg,good
186,1997-07-07-15-11-16_L5_rgb.jpg,bad
187,1997-10-11-15-14-36_L5_rgb.jpg,bad
188,1998-03-04-15-17-28_L5_rgb.jpg,good
189,1998-03-04-15-17-52_L5_rgb.jpg,good
190,1998-04-21-15-18-07_L5_rgb.jpg,good
191,1998-04-21-15-18-31_L5_rgb.jpg,good
192,1998-05-07-15-18-22_L5_rgb.jpg,good
193,1998-05-07-15-18-46_L5_rgb.jpg,bad
194,1998-06-08-15-18-52_L5_rgb.jpg,good
195,1998-08-11-15-19-29_L5_rgb.jpg,bad
196,1998-09-12-15-19-47_L5_rgb.jpg,good
197,1998-09-12-15-20-11_L5_rgb.jpg,good
198,1998-10-14-15-19-52_L5_rgb.jpg,good
199,1998-10-14-15-20-16_L5_rgb.jpg,good
200,1998-10-30-15-19-57_L5_rgb.jpg,good
201,1998-10-30-15-20-21_L5_rgb.jpg,good
202,1998-12-17-15-20-02_L5_rgb.jpg,good
