Filename,Sorted,index
2018-12-01-19-04-26_S2.jpg,good,0
2018-12-03-17-15-45_S2.jpg,bad,1
2018-12-03-17-15-49_S2.jpg,bad,2
2018-12-03-18-40-12_L8.jpg,good,3
2018-12-03-18-54-34_S2.jpg,good,4
2018-12-04-16-53-14_L7.jpg,bad,5
2018-12-05-16-13-49_S2.jpg,good,6
2018-12-05-16-14-04_S2.jpg,good,7
2018-12-05-17-05-46_S2.jpg,bad,8
2018-12-06-15-54-07_L8.jpg,good,9
2018-12-06-19-04-29_S2.jpg,bad,10
2018-12-07-15-43-58_L7.jpg,bad,11
2018-12-07-16-03-50_S2.jpg,bad,12
2018-12-07-16-04-05_S2.jpg,bad,13
2018-12-08-18-54-30_S2.jpg,good,14
2018-12-10-17-05-48_S2.jpg,good,15
2018-12-11-18-36-07_L7.jpg,bad,16
2018-12-11-19-04-26_S2.jpg,good,17
2018-12-12-16-03-51_S2.jpg,bad,18
2018-12-12-16-04-06_S2.jpg,bad,19
2018-12-13-16-46-48_L7.jpg,bad,20
2018-12-13-17-15-44_S2.jpg,good,21
2018-12-13-17-15-47_S2.jpg,good,22
2018-12-13-18-54-32_S2.jpg,good,23
2018-12-15-16-13-49_S2.jpg,bad,24
2018-12-15-17-05-46_S2.jpg,good,25
2018-12-18-18-54-30_S2.jpg,good,26
2018-12-19-18-40-10_L8.jpg,good,27
2018-12-20-16-52-47_L7.jpg,bad,28
2018-12-20-17-05-50_S2.jpg,good,29
2018-12-21-16-50-55_L8.jpg,good,30
2018-12-21-19-04-26_S2.jpg,good,31
2018-12-22-15-54-06_L8.jpg,good,32
2018-12-22-16-03-54_S2.jpg,good,33
2018-12-22-16-04-09_S2.jpg,good,34
2018-12-23-15-43-31_L7.jpg,bad,35
2018-12-23-17-15-46_S2.jpg,bad,36
2018-12-25-16-13-51_S2.jpg,good,37
2018-12-25-16-14-05_S2.jpg,good,38
2018-12-25-17-05-47_S2.jpg,bad,39
2018-12-26-19-04-31_S2.jpg,good,40
2018-12-27-18-35-39_L7.jpg,bad,41
2018-12-28-16-57-05_L8.jpg,bad,42
2018-12-28-17-15-43_S2.jpg,bad,43
2018-12-28-18-54-32_S2.jpg,good,44
2018-12-31-19-04-28_S2.jpg,good,45
