Filename,Sorted,index
2018-12-06-15-54-55_L8_ID02022-04-21.jpg,bad,0
2018-12-06-15-54-55_L8_ID12022-04-21.jpg,good,1
2018-12-06-15-54-55_L8_ID22022-04-21.jpg,good,2
2018-12-06-15-54-55_L8_ID32022-04-21.jpg,good,3
2018-12-06-15-54-55_L8_ID42022-04-21.jpg,bad,4
2018-12-06-15-54-55_L8_ID52022-04-21.jpg,bad,5
2018-12-22-15-54-53_L8_ID02022-04-21.jpg,bad,6
2018-12-22-15-54-53_L8_ID12022-04-21.jpg,good,7
2018-12-22-15-54-53_L8_ID22022-04-21.jpg,good,8
2018-12-22-15-54-53_L8_ID32022-04-21.jpg,good,9
2018-12-22-15-54-53_L8_ID42022-04-21.jpg,bad,10
2018-12-22-15-54-53_L8_ID52022-04-21.jpg,bad,11
2018-12-25-16-14-56_S2_ID02022-04-21.jpg,good,12
2018-12-25-16-14-56_S2_ID12022-04-21.jpg,good,13
2018-12-25-16-14-56_S2_ID22022-04-21.jpg,good,14
2018-12-25-16-14-56_S2_ID32022-04-21.jpg,good,15
2018-12-25-16-14-56_S2_ID42022-04-21.jpg,good,16
2018-12-25-16-14-56_S2_ID52022-04-21.jpg,good,17
